Date, Time, Latitude, Longitude, Altitude, Satellites, HDOP, PDOP, TTF [s], Info
9/17/2016, 10:34:02,32.9301317,35.6441167,20,4,2.6,2.8,,
9/17/2016, 10:35:02,32.9301133,35.644155,8,6,1.5,1.8,,
9/17/2016, 10:35:46,32.93012,35.6441383,4,5,1.6,1.8,,
9/17/2016, 10:36:33,32.93012,35.6441383,6,4,1.7,2,,
9/17/2016, 10:37:19,32.930105,35.644155,8,7,1.2,1.5,,
9/17/2016, 10:38:07,32.9302867,35.6443167,126,7,1.2,1.5,,
9/17/2016, 10:38:53,32.93014,35.6440867,0,5,2.1,2.3,,
9/17/2016, 10:39:42,32.9300667,35.6441317,0,5,2.2,2.4,,
9/17/2016, 10:40:29,32.930015,35.64413,-20,4,2.3,2.5,,
9/17/2016, 10:41:25,32.9299283,35.6446533,126,7,1.2,1.5,,
9/17/2016, 10:42:26,32.9300833,35.64417,2,6,1.3,1.6,,
9/17/2016, 10:43:18,32.930115,35.6442133,122,7,1.2,1.5,,
9/17/2016, 10:44:11,32.9299917,35.6441967,-38,4,2.5,2.7,,
9/17/2016, 10:45:01,32.9304183,35.643955,128,7,1.2,1.5,,
9/17/2016, 10:45:49,32.93041,35.6439317,128,6,1.4,1.7,,
9/17/2016, 10:46:34,32.93003,35.64411,-20,4,2.7,2.8,,
9/17/2016, 10:47:22,32.930125,35.6441183,-6,4,2.8,3,,
9/17/2016, 10:48:05,32.9300667,35.6441533,-18,4,2.8,2.9,,
9/17/2016, 10:48:53,32.9301783,35.644095,0,5,2.4,2.6,,
9/17/2016, 10:49:45,32.930155,35.64413,2,4,2.7,2.8,,
9/17/2016, 10:50:40,32.930275,35.6440583,14,4,2.5,2.7,,
9/17/2016, 10:51:31,32.9299767,35.6445683,120,7,1.2,1.5,,
9/17/2016, 10:52:19,32.9301833,35.6440633,0,7,1.2,1.5,,
9/17/2016, 10:53:04,32.9302083,35.6441183,0,5,1.4,1.7,,
9/17/2016, 10:53:50,32.9301117,35.6441233,0,7,1.2,1.5,,
9/17/2016, 10:54:35,32.9301617,35.6441633,6,7,1.2,1.5,,
9/17/2016, 10:55:29,32.9302,35.6441167,4,7,1.2,1.5,,
9/17/2016, 10:56:17,32.93018,35.644085,4,7,1.2,1.5,,
9/17/2016, 10:57:07,32.9296783,35.644745,120,7,1.2,1.5,,
9/17/2016, 10:57:55,32.930175,35.6440483,-2,6,1.2,1.5,,
9/17/2016, 10:58:46,32.9301483,35.6441867,6,5,1.5,1.7,,
9/17/2016, 10:59:36,32.9303383,35.644395,114,7,1.2,1.5,,
9/17/2016, 11:00:25,32.9301617,35.6441233,2,7,1.2,1.5,,
9/17/2016, 11:01:11,32.9301533,35.64428,14,5,1.8,2,,
9/17/2016, 11:02:01,32.9303467,35.644405,116,6,1.3,1.6,,
9/17/2016, 11:02:49,32.9302067,35.6441167,0,7,1.2,1.5,,
9/17/2016, 11:03:34,32.9303017,35.6440833,-18,4,1.6,1.9,,
9/17/2016, 11:04:22,32.9301783,35.64414,0,5,1.3,1.6,,
9/17/2016, 11:05:08,32.93021,35.6441,0,7,1.2,1.5,,
9/17/2016, 11:05:43,32.9300567,35.6442033,0,7,1.2,1.5,,
9/17/2016, 11:06:17,32.930065,35.6441583,0,5,2.8,2.9,,
9/17/2016, 11:06:51,32.9300833,35.6441933,0,6,1.2,1.5,,
9/17/2016, 11:07:26,32.9301267,35.6441233,0,5,2.8,2.9,,
9/17/2016, 11:08:01,32.9301317,35.64412,0,6,1.2,1.5,,
9/17/2016, 11:08:34,32.9301317,35.644115,0,5,1.3,1.6,,
9/17/2016, 11:09:08,32.93015,35.6441317,0,7,1.2,1.5,,
9/17/2016, 11:09:42,32.930165,35.644105,0,7,1.2,1.5,,
9/17/2016, 11:10:16,32.9300683,35.6442333,-8,7,1.2,1.5,,
9/17/2016, 11:10:51,32.9301317,35.6440717,-2,6,1.4,1.6,,
9/17/2016, 11:11:25,32.93011,35.644245,28,7,1.2,1.5,,
9/17/2016, 11:11:59,32.9301267,35.6441333,2,5,2.7,2.8,,
9/17/2016, 11:12:35,32.93011,35.6441483,6,6,2.6,2.8,,
9/17/2016, 11:13:17,32.9299433,35.6442667,12,5,1.4,1.7,,
9/17/2016, 11:13:53,32.9301433,35.6440633,-18,6,1.4,1.6,,
9/17/2016, 11:14:29,32.9303833,35.64398,38,5,2.6,2.8,,
9/17/2016, 11:15:05,32.93007,35.64419,6,7,1.2,1.5,,
9/17/2016, 11:15:39,32.93016,35.6440333,14,7,1.2,1.5,,
9/17/2016, 11:16:13,32.9301733,35.6440983,10,7,1.2,1.5,,
9/17/2016, 11:16:47,32.9302067,35.6440383,8,7,1.2,1.5,,
9/17/2016, 11:17:23,32.9301933,35.6440867,26,6,1.2,1.5,,
9/17/2016, 11:17:57,32.930135,35.6440817,10,7,1.2,1.5,,
9/17/2016, 11:18:31,32.9301517,35.644045,18,7,1.2,1.5,,
9/17/2016, 11:19:06,32.9301967,35.6440233,0,7,1.2,1.5,,
10/13/2016, 06:53:32,33.248505,35.6585033,226,9,0.9,1.1,,
10/13/2016, 07:23:53,33.2479533,35.65917,184,6,1.2,1.5,,
10/13/2016, 07:54:19,33.2481483,35.6591333,134,7,1.1,1.4,,
10/13/2016, 08:24:55,33.248295,35.6587367,130,6,1.2,1.5,,
10/13/2016, 08:55:43,33.2494367,35.6573183,134,7,1.2,1.5,,
10/13/2016, 09:26:48,33.2488933,35.6451533,130,6,1.4,1.7,,
10/13/2016, 09:57:39,33.2486333,35.6448533,184,6,1.4,1.6,,
10/13/2016, 10:28:35,33.248695,35.6448633,130,6,1.1,1.4,,
10/13/2016, 10:58:54,33.248625,35.644965,132,8,1,1.3,,
10/13/2016, 11:29:22,33.248845,35.64499,226,4,1.9,2.1,,
10/13/2016, 12:00:06,33.2488333,35.6450133,212,6,1.7,1.9,,
10/13/2016, 12:30:51,33.2498083,35.6441017,130,6,1,1.4,,
10/13/2016, 13:02:03,33.24952,35.64447,220,7,1.1,1.4,,
10/13/2016, 13:32:28,33.2484567,35.6434533,194,5,1.8,2.1,,
10/13/2016, 14:03:22,33.2490217,35.644925,220,4,2.1,2.3,,
10/13/2016, 14:33:47,33.252975,35.6447983,180,6,1.5,1.7,,
10/13/2016, 15:04:27,33.2543533,35.6442217,204,7,1,1.3,,
10/13/2016, 15:34:51,33.2538917,35.6442917,200,6,1.1,1.3,,
10/13/2016, 16:05:08,33.253555,35.6447683,136,4,1.4,1.7,,
10/13/2016, 16:35:31,33.2536233,35.644845,224,5,1.2,1.5,,
10/13/2016, 17:06:01,33.2537433,35.6448417,228,7,1,1.4,,
10/13/2016, 17:36:21,33.2538967,35.644825,192,5,1.5,1.8,,
10/13/2016, 18:06:47,33.2538633,35.6447133,220,6,1.1,1.4,,
10/13/2016, 18:37:15,33.2539133,35.6445183,194,5,1.3,1.5,,
