Date, Time, Latitude, Longitude, Altitude, Satellites, HDOP, PDOP, TTF [s], Info
7/28/2016, 05:16:03,32.9300517,35.6441317,8,5,1.7,2,,
7/28/2016, 05:46:19,32.9297467,35.6445783,130,5,1.5,1.8,,
7/28/2016, 06:16:34,32.9300617,35.644095,10,4,2,2.3,,
7/28/2016, 06:46:47,32.9300567,35.644115,6,5,1.6,1.9,,
7/28/2016, 07:17:27,32.930195,35.643985,-10,4,2.5,2.6,,
7/28/2016, 07:47:53,32.930765,35.6440383,124,4,5.2,5.3,,
7/28/2016, 08:18:32,32.930025,35.6442417,2,6,1.9,2.1,,
7/28/2016, 08:48:47,32.9300067,35.6443333,14,4,2.3,2.5,,
7/28/2016, 09:19:00,32.93006,35.6442133,16,4,2.1,2.3,,
7/28/2016, 09:49:32,32.93007,35.6442083,2,8,1,1.4,,
7/28/2016, 10:19:35,32.93011,35.6440633,14,5,1.5,1.8,,
7/28/2016, 10:49:51,32.9300617,35.6441483,-6,7,1.2,1.5,,
9/17/2016, 11:48:33,32.9296317,35.6443917,130,3,3.1,3.3,,
9/17/2016, 11:49:42,32.929765,35.6442617,128,3,3,3.2,,
9/17/2016, 11:51:00,32.929585,35.64435,128,3,3,3.1,,
9/17/2016, 11:52:21,32.93006,35.64411,12,5,1.4,1.7,,
9/17/2016, 11:53:22,32.929995,35.644145,12,6,1.3,1.6,,
9/17/2016, 11:54:23,32.9300467,35.6441267,12,6,1.3,1.6,,
9/17/2016, 11:55:25,32.929305,35.6445033,130,5,2.1,2.3,,
9/17/2016, 11:57:33,32.9300033,35.6441567,28,5,1.4,1.7,,
9/17/2016, 11:58:31,32.9301217,35.6439633,-2,6,1.4,1.6,,
9/17/2016, 11:59:28,32.9300633,35.6442783,14,4,2,2.2,,
9/17/2016, 12:00:29,32.9302183,35.6439867,-16,4,2,2.2,,
9/17/2016, 12:02:31,32.9300583,35.6441217,2,6,1.3,1.6,,
9/17/2016, 12:05:26,32.9301067,35.64413,-8,7,1.1,1.4,,
9/17/2016, 12:06:35,32.93011,35.6440833,2,6,1.1,1.4,,
9/17/2016, 12:07:28,32.9300167,35.6440667,-2,8,0.9,1.3,,
9/17/2016, 12:08:30,32.9300383,35.6441017,0,7,1.1,1.4,,
9/17/2016, 12:09:42,32.930135,35.644175,18,4,2.4,2.6,,
9/17/2016, 12:10:53,32.93005,35.644185,16,5,2.4,2.6,,
9/17/2016, 12:12:43,32.92998,35.6442433,26,5,1.5,1.7,,
9/17/2016, 12:13:18,32.9299667,35.6442367,26,5,1.5,1.7,,
9/17/2016, 12:13:53,32.929965,35.6443117,26,5,1.4,1.7,,
9/17/2016, 12:14:26,32.9300583,35.6442167,26,5,1.4,1.7,,
9/17/2016, 12:15:06,32.9302617,35.643925,26,6,1.3,1.5,,
9/17/2016, 12:15:44,32.9297317,35.6440083,26,5,1.5,1.7,,
9/17/2016, 12:16:18,32.92948,35.6437783,24,6,1.4,1.7,,
