Date, Time, Latitude, Longitude, Altitude, Satellites, HDOP, PDOP, TTF [s], Info
9/17/2016, 10:44:33,32.9301433,35.6440717,2,7,1.2,1.5,,
9/17/2016, 10:45:30,32.9293117,35.6444167,126,6,1.4,1.7,,
9/17/2016, 10:46:18,32.9302467,35.6440933,-14,5,1.4,1.7,,
9/17/2016, 10:47:13,32.929495,35.6442467,124,7,1.2,1.5,,
9/17/2016, 10:48:01,32.9296633,35.6443783,122,7,1.2,1.5,,
9/17/2016, 10:48:46,32.9300383,35.6440533,8,4,1.7,2,,
9/17/2016, 10:49:34,32.9300533,35.644075,8,4,1.7,2,,
9/17/2016, 10:50:19,32.9301017,35.6440583,4,7,1.2,1.5,,
9/17/2016, 10:51:13,32.9299767,35.6446617,124,6,1.5,1.7,,
9/17/2016, 10:52:07,32.9301267,35.64421,10,6,1.5,1.7,,
9/17/2016, 10:53:00,32.929845,35.6448633,120,6,1.5,1.7,,
9/17/2016, 10:53:50,32.9300967,35.644145,4,7,1.2,1.5,,
9/17/2016, 10:54:26,32.930095,35.644125,4,6,1.2,1.5,,
9/17/2016, 10:55:02,32.9299783,35.64423,4,6,1.2,1.5,,
9/17/2016, 10:55:37,32.9301967,35.6440683,4,6,1.4,1.7,,
9/17/2016, 10:56:13,32.9300983,35.6441617,4,6,1.4,1.7,,
9/17/2016, 10:56:47,32.930135,35.6441383,4,7,1.2,1.5,,
9/17/2016, 10:57:22,32.92996,35.644265,4,5,1.5,1.7,,
9/17/2016, 10:57:59,32.9299867,35.6442317,4,6,1.2,1.5,,
9/17/2016, 10:58:36,32.93016,35.6441333,4,7,1.2,1.5,,
9/17/2016, 10:59:10,32.930175,35.6441033,10,7,1.2,1.5,,
9/17/2016, 10:59:44,32.930075,35.64414,-8,7,1.2,1.5,,
9/17/2016, 11:00:18,32.9301767,35.6440983,-4,6,1.2,1.5,,
9/17/2016, 11:00:54,32.93014,35.6441667,8,6,1.3,1.6,,
9/17/2016, 11:01:31,32.9299783,35.64425,-2,6,1.2,1.5,,
9/17/2016, 11:02:05,32.9300983,35.6441833,0,6,1.2,1.5,,
9/17/2016, 11:02:39,32.930125,35.6442583,0,6,1.3,1.6,,
9/17/2016, 11:03:14,32.9301167,35.64419,0,7,1.2,1.5,,
9/17/2016, 11:03:48,32.9302217,35.6440517,-2,7,1.2,1.5,,
9/17/2016, 11:04:22,32.9301433,35.644085,10,7,1.2,1.5,,
9/17/2016, 11:04:56,32.93017,35.64406,2,7,1.2,1.5,,
9/17/2016, 11:05:32,32.9300833,35.6444917,28,5,1.8,2,,
9/17/2016, 11:06:07,32.930215,35.644015,6,7,1.2,1.5,,
9/17/2016, 11:06:43,32.9300433,35.64422,6,7,1.2,1.5,,
9/17/2016, 11:07:19,32.9300333,35.6442817,2,6,2.7,2.8,,
9/17/2016, 11:07:54,32.9301333,35.6441317,0,7,1.2,1.5,,
9/17/2016, 11:08:28,32.9300933,35.6441217,-4,5,1.3,1.6,,
9/17/2016, 11:09:03,32.9301333,35.644115,-6,7,1.2,1.5,,
9/17/2016, 11:09:37,32.93014,35.6441667,0,7,1.2,1.5,,
9/17/2016, 11:10:12,32.9301667,35.644095,-2,7,1.2,1.5,,
9/17/2016, 11:10:47,32.930205,35.6440817,0,6,2.7,2.8,,
9/17/2016, 11:11:21,32.930215,35.6440817,0,7,1.2,1.5,,
9/17/2016, 11:11:55,32.9301317,35.6440717,12,7,1.2,1.5,,
9/17/2016, 11:12:32,32.930105,35.6443517,18,5,1.8,2,,
9/17/2016, 11:13:09,32.93012,35.6441383,6,7,1.2,1.5,,
9/17/2016, 11:13:45,32.930145,35.6440567,6,7,1.2,1.5,,
9/17/2016, 11:14:22,32.9302617,35.64399,14,5,3,3.1,,
9/17/2016, 11:15:03,32.9301483,35.644075,2,5,4.4,4.5,,
9/17/2016, 11:15:39,32.9302117,35.644085,2,6,1.3,1.5,,
9/17/2016, 11:16:14,32.9301983,35.6440183,2,4,6.2,6.3,,
9/17/2016, 11:16:47,32.9296517,35.6443333,2,4,6.2,6.3,,
9/17/2016, 11:17:22,32.9302117,35.644105,2,6,1.3,1.5,,
9/17/2016, 11:18:00,32.9301717,35.6440517,2,6,1.3,1.5,,
9/17/2016, 11:18:37,32.9301433,35.6440917,0,7,1.2,1.5,,
9/17/2016, 11:19:12,32.930005,35.6441333,2,6,1.4,1.7,,
9/17/2016, 11:19:46,32.93015,35.64415,2,6,1.3,1.5,,
9/17/2016, 11:20:21,32.9300633,35.644055,2,5,1.5,1.8,,
9/17/2016, 11:21:01,32.92995,35.6441183,4,7,1.2,1.4,,
9/17/2016, 11:21:45,32.9302433,35.6440033,-10,5,1.5,1.8,,
9/17/2016, 11:22:19,32.9302417,35.6440533,-10,6,1.2,1.5,,
9/17/2016, 11:22:52,32.9301517,35.64399,-10,6,1.4,1.7,,
9/17/2016, 11:23:27,32.9305933,35.643965,-10,6,2.4,2.5,,
9/17/2016, 11:24:02,32.9301483,35.6440617,-10,6,1.2,1.5,,
9/17/2016, 11:24:38,32.9300717,35.6439767,-10,6,1.2,1.5,,
9/17/2016, 11:25:17,32.9302017,35.6438817,-10,6,2.3,2.5,,
9/17/2016, 11:25:55,32.9299667,35.644185,-10,6,1.2,1.5,,
9/17/2016, 11:26:30,32.9300967,35.644095,-10,6,1.2,1.5,,
9/17/2016, 11:27:04,32.9302383,35.6439717,18,6,1.2,1.5,,
9/17/2016, 11:27:40,32.9300183,35.6441967,4,5,3.1,3.3,,
9/17/2016, 11:28:16,32.9300217,35.6442317,28,6,2.2,2.4,,
10/13/2016, 05:55:58,33.2385783,35.6797367,248,4,1.9,2.1,,
10/13/2016, 06:27:02,33.2385083,35.6796083,308,4,3.1,3.3,,
10/13/2016, 06:57:31,33.2480883,35.6592083,132,7,1.2,1.5,,
10/13/2016, 07:27:54,33.2480833,35.6591283,130,6,1.3,1.6,,
10/13/2016, 07:58:30,33.2478417,35.658875,130,6,1.3,1.5,,
10/13/2016, 08:29:18,33.2478817,35.658195,130,4,2.5,2.6,,
10/13/2016, 09:01:03,33.2499817,35.654745,212,6,1.4,1.6,,
10/13/2016, 09:31:29,33.2490717,35.646385,234,5,1.6,1.8,,
10/13/2016, 10:01:45,33.2493283,35.64389,194,4,2.3,2.5,,
10/13/2016, 10:32:06,33.2493617,35.6443567,206,4,3.3,5.5,,
10/13/2016, 11:02:32,33.2491883,35.6449283,204,6,1.2,1.5,,
10/13/2016, 11:32:43,33.2491833,35.64505,222,6,1.2,1.5,,
10/13/2016, 12:02:58,33.2492483,35.6449167,226,4,2.5,2.6,,
10/13/2016, 12:33:09,33.2492567,35.6448983,200,4,2.1,2.3,,
10/13/2016, 13:03:22,33.2493617,35.6440233,152,5,1.3,1.6,,
10/13/2016, 13:33:34,33.247795,35.6418683,200,5,1.3,1.6,,
10/13/2016, 14:03:58,33.2469133,35.6354733,234,4,1.6,1.9,,
10/13/2016, 14:34:24,33.24788,35.6355833,214,4,2.1,2.3,,
10/13/2016, 15:05:02,33.2485983,35.636255,206,8,1,1.3,,
10/13/2016, 15:35:07,33.24884,35.6379233,216,7,2.7,2.8,,
10/13/2016, 16:05:13,33.2490483,35.6439433,218,6,1.6,1.8,,
10/13/2016, 16:35:30,33.24876,35.6436033,190,4,2.4,2.6,,
10/13/2016, 17:06:02,33.2490683,35.6438717,206,10,0.8,1.1,,
10/13/2016, 17:36:08,33.2492167,35.6439517,198,8,0.9,1.3,,
10/13/2016, 18:06:11,33.2488433,35.6437867,214,5,1.5,1.7,,
10/13/2016, 18:36:21,33.2493983,35.6440267,208,7,1.1,1.4,,
10/13/2016, 19:06:33,33.2520933,35.6453033,204,6,2,2.1,,
10/13/2016, 19:36:45,33.2566167,35.650485,234,5,1.5,1.8,,
10/13/2016, 20:07:00,33.2560433,35.65654,232,3,3.3,3.4,,
